action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,orig_label_lc,latent_collision,iaction,probability,elapsed_time,group_id,ranking,frequency,potential_crash_before_intervention,potential_crash_after_intervention,best_intervention
keep,False,True,False,True,False,True,False,False,True,change_to_left,0.999001,2.62104320526123,350,3,NA,False,True,
keep,False,True,False,True,False,True,False,False,True,change_to_right,0.999001,2.59520363807678,350,3,NA,False,True,
keep,False,True,False,True,False,True,False,False,True,keep,1,2.57349395751953,350,4,NA,False,True,
cruise,False,True,False,True,False,True,True,False,True,keep,0.000999,2.58172583580017,351,1,11030,False,False,*
cruise,False,True,False,True,False,True,True,False,True,swerve_left,0.000999,2.59723448753357,351,1,11030,False,False,
cruise,False,True,False,True,False,True,True,False,True,swerve_right,0.5,2.58712434768677,351,2,NA,False,False,
cruise,False,True,False,True,False,True,True,False,True,change_to_left,0.999001,2.57635188102722,351,3,NA,False,True,
cruise,False,True,False,True,False,True,True,False,True,change_to_right,0.999001,2.58799076080322,351,3,NA,False,True,
cruise,False,True,False,True,False,True,True,False,True,cruise,1,2.59954619407654,351,4,NA,False,True,
keep,False,True,False,True,False,True,True,False,True,cruise,0.000999,2.59455132484436,352,1,24,False,False,*
keep,False,True,False,True,False,True,True,False,True,swerve_left,0.000999,2.59547996520996,352,1,24,False,False,
keep,False,True,False,True,False,True,True,False,True,swerve_right,0.5,2.59729099273682,352,2,NA,False,False,
keep,False,True,False,True,False,True,True,False,True,change_to_left,0.999001,2.605708360672,352,3,NA,False,True,
keep,False,True,False,True,False,True,True,False,True,change_to_right,0.999001,2.57888698577881,352,3,NA,False,True,
keep,False,True,False,True,False,True,True,False,True,keep,1,2.57122039794922,352,4,NA,False,True,
cruise,False,True,False,True,True,False,False,False,True,keep,0.5,2.57209539413452,353,1,3,False,False,
cruise,False,True,False,True,True,False,False,False,True,swerve_left,0.5,2.60146069526672,353,1,3,False,False,*
cruise,False,True,False,True,True,False,False,False,True,swerve_right,0.5,2.58857226371765,353,1,3,False,False,
cruise,False,True,False,True,True,False,False,False,True,change_to_left,0.999001,2.58833622932434,353,2,NA,False,True,
cruise,False,True,False,True,True,False,False,False,True,change_to_right,0.999001,2.58792805671692,353,2,NA,False,True,
cruise,False,True,False,True,True,False,False,False,True,cruise,1,2.58418369293213,353,3,NA,False,True,
keep,False,True,False,True,True,False,False,False,True,cruise,0.000999,2.61267685890198,354,1,0,False,False,*
keep,False,True,False,True,True,False,False,False,True,swerve_left,0.5,2.60111355781555,354,2,NA,False,False,
keep,False,True,False,True,True,False,False,False,True,swerve_right,0.5,2.5873818397522,354,2,NA,False,False,
keep,False,True,False,True,True,False,False,False,True,change_to_left,0.999001,2.61619830131531,354,3,NA,False,True,
keep,False,True,False,True,True,False,False,False,True,change_to_right,0.999001,2.60235500335693,354,3,NA,False,True,
keep,False,True,False,True,True,False,False,False,True,keep,1,2.57663989067078,354,4,NA,False,True,
cruise,False,True,False,True,True,False,True,False,True,keep,0.000999,2.58811235427856,355,1,13080,False,False,*
cruise,False,True,False,True,True,False,True,False,True,swerve_left,0.000999,2.58276391029358,355,1,13080,False,False,
cruise,False,True,False,True,True,False,True,False,True,swerve_right,0.5,2.58500623703003,355,2,NA,False,False,
cruise,False,True,False,True,True,False,True,False,True,change_to_left,0.999001,2.59170460700989,355,3,NA,False,True,
cruise,False,True,False,True,True,False,True,False,True,change_to_right,0.999001,2.58118772506714,355,3,NA,False,True,
cruise,False,True,False,True,True,False,True,False,True,cruise,1,2.57904696464539,355,4,NA,False,True,
keep,False,True,False,True,True,False,True,False,True,cruise,0.000999,2.56363129615784,356,1,0,False,False,
keep,False,True,False,True,True,False,True,False,True,swerve_left,0.000999,2.58769726753235,356,1,0,False,False,*
keep,False,True,False,True,True,False,True,False,True,swerve_right,0.5,2.59204077720642,356,2,NA,False,False,
keep,False,True,False,True,True,False,True,False,True,change_to_left,0.999001,2.58783960342407,356,3,NA,False,True,
keep,False,True,False,True,True,False,True,False,True,change_to_right,0.999001,2.58562183380127,356,3,NA,False,True,
keep,False,True,False,True,True,False,True,False,True,keep,1,2.57929110527039,356,4,NA,False,True,
cruise,False,True,False,True,True,True,False,False,True,keep,0.5,2.56392335891724,357,1,2,False,False,*
cruise,False,True,False,True,True,True,False,False,True,swerve_left,0.5,2.59202909469605,357,1,2,False,False,
cruise,False,True,False,True,True,True,False,False,True,swerve_right,0.5,2.58063554763794,357,1,2,False,False,
cruise,False,True,False,True,True,True,False,False,True,change_to_left,0.999001,2.59078025817871,357,2,NA,False,True,
cruise,False,True,False,True,True,True,False,False,True,change_to_right,0.999001,2.59008169174194,357,2,NA,False,True,
cruise,False,True,False,True,True,True,False,False,True,cruise,1,2.57501029968262,357,3,NA,False,True,
keep,False,True,False,True,True,True,False,False,True,cruise,0.000999,2.57616829872131,358,1,0,False,False,*
keep,False,True,False,True,True,True,False,False,True,swerve_left,0.5,2.59335279464722,358,2,NA,False,False,
keep,False,True,False,True,True,True,False,False,True,swerve_right,0.5,2.578861951828,358,2,NA,False,False,
keep,False,True,False,True,True,True,False,False,True,change_to_left,0.999001,2.58955860137939,358,3,NA,False,True,
keep,False,True,False,True,True,True,False,False,True,change_to_right,0.999001,2.58483147621155,358,3,NA,False,True,
keep,False,True,False,True,True,True,False,False,True,keep,1,2.57400727272034,358,4,NA,False,True,
cruise,False,True,False,True,True,True,True,False,True,keep,0.000999,2.57097244262695,359,1,33843,False,False,*
cruise,False,True,False,True,True,True,True,False,True,swerve_left,0.000999,2.61619925498962,359,1,33843,False,False,
cruise,False,True,False,True,True,True,True,False,True,swerve_right,0.5,2.59841799736023,359,2,NA,False,False,
cruise,False,True,False,True,True,True,True,False,True,change_to_left,0.999001,2.58915281295776,359,3,NA,False,True,
cruise,False,True,False,True,True,True,True,False,True,change_to_right,0.999001,2.60012984275818,359,3,NA,False,True,
cruise,False,True,False,True,True,True,True,False,True,cruise,1,2.56279611587524,359,4,NA,False,True,
keep,False,True,False,True,True,True,True,False,True,cruise,0.000999,2.61521553993225,360,1,466,False,False,*
keep,False,True,False,True,True,True,True,False,True,swerve_left,0.000999,2.58526587486267,360,1,466,False,False,
keep,False,True,False,True,True,True,True,False,True,swerve_right,0.5,2.56673359870911,360,2,NA,False,False,
keep,False,True,False,True,True,True,True,False,True,change_to_left,0.999001,2.59512519836426,360,3,NA,False,True,
keep,False,True,False,True,True,True,True,False,True,change_to_right,0.999001,2.58455371856689,360,3,NA,False,True,
keep,False,True,False,True,True,True,True,False,True,keep,1,2.57004165649414,360,4,NA,False,True,
change_to_right,False,True,True,False,False,False,False,False,True,keep,0.5,2.55560898780823,361,1,0,False,False,
change_to_right,False,True,True,False,False,False,False,False,True,swerve_left,0.5,2.61323857307434,361,1,0,False,False,*
change_to_right,False,True,True,False,False,False,False,False,True,swerve_right,0.5,2.59425854682922,361,1,0,False,False,
change_to_right,False,True,True,False,False,False,False,False,True,change_to_left,0.999001,2.59731125831604,361,2,NA,False,True,
change_to_right,False,True,True,False,False,False,False,False,True,cruise,0.999001,2.60967779159546,361,2,NA,False,True,
change_to_right,False,True,True,False,False,False,False,False,True,change_to_right,1,2.59183716773987,361,3,NA,False,True,
keep,False,True,True,False,False,False,False,False,True,change_to_right,0.000999,2.57699871063232,362,1,2,False,False,*
keep,False,True,True,False,False,False,False,False,True,swerve_left,0.5,2.58579111099243,362,2,NA,False,False,
keep,False,True,True,False,False,False,False,False,True,swerve_right,0.5,2.60224342346191,362,2,NA,False,False,
keep,False,True,True,False,False,False,False,False,True,change_to_left,0.999001,2.59163951873779,362,3,NA,False,True,
keep,False,True,True,False,False,False,False,False,True,cruise,0.999001,2.60371279716492,362,3,NA,False,True,
keep,False,True,True,False,False,False,False,False,True,keep,1,2.55848002433777,362,4,NA,False,True,
change_to_right,False,True,True,False,False,False,True,False,True,keep,0.000999,2.57845282554626,363,1,4,False,False,*
change_to_right,False,True,True,False,False,False,True,False,True,swerve_left,0.5,2.59187817573547,363,2,NA,False,False,
change_to_right,False,True,True,False,False,False,True,False,True,swerve_right,0.5,2.58709955215454,363,2,NA,False,False,
change_to_right,False,True,True,False,False,False,True,False,True,change_to_left,0.999001,2.60988831520081,363,3,NA,False,True,
change_to_right,False,True,True,False,False,False,True,False,True,cruise,0.999001,2.5643892288208,363,3,NA,False,True,
change_to_right,False,True,True,False,False,False,True,False,True,change_to_right,1,2.59113144874573,363,4,NA,False,True,
keep,False,True,True,False,False,False,True,False,True,change_to_right,0.000999,2.60248351097107,364,1,0,False,False,*
keep,False,True,True,False,False,False,True,False,True,swerve_left,0.5,2.57721614837647,364,2,NA,False,False,
keep,False,True,True,False,False,False,True,False,True,swerve_right,0.5,2.57543683052063,364,2,NA,False,False,
keep,False,True,True,False,False,False,True,False,True,change_to_left,0.999001,2.59593558311462,364,3,NA,False,True,
keep,False,True,True,False,False,False,True,False,True,cruise,0.999001,2.60529255867004,364,3,NA,False,True,
keep,False,True,True,False,False,False,True,False,True,keep,1,2.57793378829956,364,4,NA,False,True,
change_to_right,False,True,True,False,False,True,False,False,True,keep,0.000999,2.58258175849915,365,1,36,False,False,*
change_to_right,False,True,True,False,False,True,False,False,True,swerve_left,0.5,2.5980429649353,365,2,NA,False,False,
change_to_right,False,True,True,False,False,True,False,False,True,swerve_right,0.5,2.60789012908936,365,2,NA,False,False,
change_to_right,False,True,True,False,False,True,False,False,True,change_to_left,0.999001,2.60908031463623,365,3,NA,False,True,
change_to_right,False,True,True,False,False,True,False,False,True,cruise,0.999001,2.59497261047363,365,3,NA,False,True,
change_to_right,False,True,True,False,False,True,False,False,True,change_to_right,1,2.59946608543396,365,4,NA,False,True,
keep,False,True,True,False,False,True,False,False,True,change_to_right,0.000999,2.5887815952301,366,1,0,False,False,*
keep,False,True,True,False,False,True,False,False,True,swerve_left,0.5,2.58938384056091,366,2,NA,False,False,
keep,False,True,True,False,False,True,False,False,True,swerve_right,0.5,2.58532857894897,366,2,NA,False,False,
keep,False,True,True,False,False,True,False,False,True,change_to_left,0.999001,2.59218907356262,366,3,NA,False,True,
keep,False,True,True,False,False,True,False,False,True,cruise,0.999001,2.59314346313477,366,3,NA,False,True,
keep,False,True,True,False,False,True,False,False,True,keep,1,2.57694125175476,366,4,NA,False,True,
change_to_right,False,True,True,False,False,True,True,False,True,keep,0.000999,2.57850742340088,367,1,4436,False,False,*
change_to_right,False,True,True,False,False,True,True,False,True,swerve_left,0.5,2.57766342163086,367,2,NA,False,False,
change_to_right,False,True,True,False,False,True,True,False,True,swerve_right,0.5,2.61400675773621,367,2,NA,False,False,
change_to_right,False,True,True,False,False,True,True,False,True,change_to_left,0.999001,2.59424638748169,367,3,NA,False,True,
change_to_right,False,True,True,False,False,True,True,False,True,cruise,0.999001,2.59670925140381,367,3,NA,False,True,
change_to_right,False,True,True,False,False,True,True,False,True,change_to_right,1,2.57932019233704,367,4,NA,False,True,
keep,False,True,True,False,False,True,True,False,True,change_to_right,0.000999,2.58607530593872,368,1,1863,False,False,*
keep,False,True,True,False,False,True,True,False,True,swerve_left,0.5,2.59332132339478,368,2,NA,False,False,
keep,False,True,True,False,False,True,True,False,True,swerve_right,0.5,2.58956909179688,368,2,NA,False,False,
keep,False,True,True,False,False,True,True,False,True,change_to_left,0.999001,2.6023998260498,368,3,NA,False,True,
keep,False,True,True,False,False,True,True,False,True,cruise,0.999001,2.599045753479,368,3,NA,False,True,
keep,False,True,True,False,False,True,True,False,True,keep,1,2.56740140914917,368,4,NA,False,True,
change_to_right,False,True,True,False,True,False,False,False,True,keep,0.000999,2.593257188797,369,1,48,False,False,*
change_to_right,False,True,True,False,True,False,False,False,True,swerve_left,0.5,2.58493065834045,369,2,NA,False,False,
change_to_right,False,True,True,False,True,False,False,False,True,swerve_right,0.5,2.60040307044983,369,2,NA,False,False,
change_to_right,False,True,True,False,True,False,False,False,True,change_to_left,0.999001,2.5911750793457,369,3,NA,False,True,
change_to_right,False,True,True,False,True,False,False,False,True,cruise,0.999001,2.57983469963074,369,3,NA,False,True,
change_to_right,False,True,True,False,True,False,False,False,True,change_to_right,1,2.59021830558777,369,4,NA,False,True,
keep,False,True,True,False,True,False,False,False,True,change_to_right,0.000999,2.59626269340515,370,1,0,False,False,*
keep,False,True,True,False,True,False,False,False,True,swerve_left,0.5,2.57206225395203,370,2,NA,False,False,
keep,False,True,True,False,True,False,False,False,True,swerve_right,0.5,2.58549737930298,370,2,NA,False,False,
keep,False,True,True,False,True,False,False,False,True,change_to_left,0.999001,2.59826254844666,370,3,NA,False,True,
keep,False,True,True,False,True,False,False,False,True,cruise,0.999001,2.59911227226257,370,3,NA,False,True,
keep,False,True,True,False,True,False,False,False,True,keep,1,2.59060668945313,370,4,NA,False,True,
change_to_right,False,True,True,False,True,False,True,False,True,keep,0.000999,2.57972431182861,371,1,763,False,False,*
change_to_right,False,True,True,False,True,False,True,False,True,swerve_left,0.5,2.58572030067444,371,2,NA,False,False,
change_to_right,False,True,True,False,True,False,True,False,True,swerve_right,0.5,2.58669638633728,371,2,NA,False,False,
change_to_right,False,True,True,False,True,False,True,False,True,change_to_left,0.999001,2.58840465545654,371,3,NA,False,True,
change_to_right,False,True,True,False,True,False,True,False,True,cruise,0.999001,2.57195115089417,371,3,NA,False,True,
change_to_right,False,True,True,False,True,False,True,False,True,change_to_right,1,2.58519625663757,371,4,NA,False,True,
keep,False,True,True,False,True,False,True,False,True,change_to_right,0.000999,2.59008073806763,372,1,2,False,False,*
keep,False,True,True,False,True,False,True,False,True,swerve_left,0.5,2.57260918617249,372,2,NA,False,False,
keep,False,True,True,False,True,False,True,False,True,swerve_right,0.5,2.5826780796051,372,2,NA,False,False,
keep,False,True,True,False,True,False,True,False,True,change_to_left,0.999001,2.5546600818634,372,3,NA,False,True,
keep,False,True,True,False,True,False,True,False,True,cruise,0.999001,2.58512353897095,372,3,NA,False,True,
keep,False,True,True,False,True,False,True,False,True,keep,1,2.56420755386353,372,4,NA,False,True,
change_to_right,False,True,True,False,True,True,False,False,True,keep,0.000999,2.59834671020508,373,1,79,False,False,*
change_to_right,False,True,True,False,True,True,False,False,True,swerve_left,0.5,2.58902597427368,373,2,NA,False,False,
change_to_right,False,True,True,False,True,True,False,False,True,swerve_right,0.5,2.58509469032288,373,2,NA,False,False,
change_to_right,False,True,True,False,True,True,False,False,True,change_to_left,0.999001,2.63319611549377,373,3,NA,False,True,
change_to_right,False,True,True,False,True,True,False,False,True,cruise,0.999001,2.59607362747192,373,3,NA,False,True,
change_to_right,False,True,True,False,True,True,False,False,True,change_to_right,1,2.58439517021179,373,4,NA,False,True,
keep,False,True,True,False,True,True,False,False,True,change_to_right,0.000999,2.55545997619629,374,1,0,False,False,*
keep,False,True,True,False,True,True,False,False,True,swerve_left,0.5,2.58192729949951,374,2,NA,False,False,
keep,False,True,True,False,True,True,False,False,True,swerve_right,0.5,2.61086392402649,374,2,NA,False,False,
keep,False,True,True,False,True,True,False,False,True,change_to_left,0.999001,2.59131360054016,374,3,NA,False,True,
keep,False,True,True,False,True,True,False,False,True,cruise,0.999001,2.57156610488892,374,3,NA,False,True,
keep,False,True,True,False,True,True,False,False,True,keep,1,2.55845618247986,374,4,NA,False,True,
change_to_right,False,True,True,False,True,True,True,False,True,keep,0.000999,2.5836672782898,375,1,1310,False,False,*
change_to_right,False,True,True,False,True,True,True,False,True,swerve_left,0.5,2.56535935401917,375,2,NA,False,False,
change_to_right,False,True,True,False,True,True,True,False,True,swerve_right,0.5,2.57712078094482,375,2,NA,False,False,
change_to_right,False,True,True,False,True,True,True,False,True,change_to_left,0.999001,2.59732127189636,375,3,NA,False,True,
change_to_right,False,True,True,False,True,True,True,False,True,cruise,0.999001,2.59196639060974,375,3,NA,False,True,
change_to_right,False,True,True,False,True,True,True,False,True,change_to_right,1,2.58828234672546,375,4,NA,False,True,
keep,False,True,True,False,True,True,True,False,True,change_to_right,0.000999,2.58311915397644,376,1,16,False,False,*
keep,False,True,True,False,True,True,True,False,True,swerve_left,0.5,2.59499883651733,376,2,NA,False,False,
keep,False,True,True,False,True,True,True,False,True,swerve_right,0.5,2.61516284942627,376,2,NA,False,False,
keep,False,True,True,False,True,True,True,False,True,change_to_left,0.999001,2.60687112808228,376,3,NA,False,True,
keep,False,True,True,False,True,True,True,False,True,cruise,0.999001,2.5851423740387,376,3,NA,False,True,
keep,False,True,True,False,True,True,True,False,True,keep,1,2.59027028083801,376,4,NA,False,True,
change_to_right,False,True,True,True,False,False,False,False,True,cruise,0.000999,2.57478809356689,377,1,1,False,False,*
change_to_right,False,True,True,True,False,False,False,False,True,keep,0.5,2.57679748535156,377,2,NA,False,False,
change_to_right,False,True,True,True,False,False,False,False,True,swerve_left,0.5,2.59886789321899,377,2,NA,False,False,
change_to_right,False,True,True,True,False,False,False,False,True,swerve_right,0.5,2.59281420707703,377,2,NA,False,False,
change_to_right,False,True,True,True,False,False,False,False,True,change_to_left,0.999001,2.59598326683044,377,3,NA,False,True,
change_to_right,False,True,True,True,False,False,False,False,True,change_to_right,1,2.5788254737854,377,4,NA,False,True,
cruise,False,True,True,True,False,False,False,False,True,change_to_right,0.000999,2.61503219604492,378,1,0,False,False,*
cruise,False,True,True,True,False,False,False,False,True,keep,0.5,2.56882071495056,378,2,NA,False,False,
cruise,False,True,True,True,False,False,False,False,True,swerve_left,0.5,2.58591628074646,378,2,NA,False,False,
cruise,False,True,True,True,False,False,False,False,True,swerve_right,0.5,2.5905659198761,378,2,NA,False,False,
cruise,False,True,True,True,False,False,False,False,True,change_to_left,0.999001,2.57691264152527,378,3,NA,False,True,
cruise,False,True,True,True,False,False,False,False,True,cruise,1,2.58174204826355,378,4,NA,False,True,
keep,False,True,True,True,False,False,False,False,True,change_to_right,0.000999,2.57909369468689,379,1,0,False,False,*
keep,False,True,True,True,False,False,False,False,True,cruise,0.000999,2.57449960708618,379,1,0,False,False,
keep,False,True,True,True,False,False,False,False,True,swerve_left,0.5,2.57895278930664,379,2,NA,False,False,
keep,False,True,True,True,False,False,False,False,True,swerve_right,0.5,2.58843016624451,379,2,NA,False,False,
keep,False,True,True,True,False,False,False,False,True,change_to_left,0.999001,2.58915019035339,379,3,NA,False,True,
keep,False,True,True,True,False,False,False,False,True,keep,1,2.58257842063904,379,4,NA,False,True,
change_to_right,False,True,True,True,False,False,True,False,True,cruise,0.000999,2.57852983474731,380,1,34,False,False,
change_to_right,False,True,True,True,False,False,True,False,True,keep,0.000999,2.57219910621643,380,1,34,False,False,
change_to_right,False,True,True,True,False,False,True,False,True,swerve_left,0.000999,2.57710719108582,380,1,34,False,False,*
change_to_right,False,True,True,True,False,False,True,False,True,swerve_right,0.000999,2.59170365333557,380,1,34,False,False,
change_to_right,False,True,True,True,False,False,True,False,True,change_to_left,0.999001,2.59472799301147,380,2,NA,False,True,
change_to_right,False,True,True,True,False,False,True,False,True,change_to_right,1,2.58335733413696,380,3,NA,False,True,
cruise,False,True,True,True,False,False,True,False,True,change_to_right,0.000999,2.5950345993042,381,1,10,False,False,
cruise,False,True,True,True,False,False,True,False,True,keep,0.000999,2.60642170906067,381,1,10,False,False,
cruise,False,True,True,True,False,False,True,False,True,swerve_left,0.000999,2.5868034362793,381,1,10,False,False,*
cruise,False,True,True,True,False,False,True,False,True,swerve_right,0.000999,2.612877368927,381,1,10,False,False,
cruise,False,True,True,True,False,False,True,False,True,change_to_left,0.999001,2.56589388847351,381,2,NA,False,True,
cruise,False,True,True,True,False,False,True,False,True,cruise,1,2.58630180358887,381,3,NA,False,True,
keep,False,True,True,True,False,False,True,False,True,change_to_right,0.000999,2.59166121482849,382,1,0,False,False,
keep,False,True,True,True,False,False,True,False,True,cruise,0.000999,2.58628296852112,382,1,0,False,False,
keep,False,True,True,True,False,False,True,False,True,swerve_left,0.000999,2.56832528114319,382,1,0,False,False,
keep,False,True,True,True,False,False,True,False,True,swerve_right,0.000999,2.61002850532532,382,1,0,False,False,*
keep,False,True,True,True,False,False,True,False,True,change_to_left,0.999001,2.6083197593689,382,2,NA,False,True,
keep,False,True,True,True,False,False,True,False,True,keep,1,2.57462596893311,382,3,NA,False,True,
change_to_right,False,True,True,True,False,True,False,False,True,cruise,0.000999,2.57626366615295,383,1,46,False,False,*
change_to_right,False,True,True,True,False,True,False,False,True,keep,0.5,2.57291102409363,383,2,NA,False,False,
change_to_right,False,True,True,True,False,True,False,False,True,swerve_left,0.5,2.58647847175598,383,2,NA,False,False,
change_to_right,False,True,True,True,False,True,False,False,True,swerve_right,0.5,2.57251214981079,383,2,NA,False,False,
change_to_right,False,True,True,True,False,True,False,False,True,change_to_left,0.999001,2.59700226783752,383,3,NA,False,True,
change_to_right,False,True,True,True,False,True,False,False,True,change_to_right,1,2.61254382133484,383,4,NA,False,True,
cruise,False,True,True,True,False,True,False,False,True,change_to_right,0.000999,2.60269689559937,384,1,6,False,False,*
cruise,False,True,True,True,False,True,False,False,True,keep,0.5,2.57276058197022,384,2,NA,False,False,
cruise,False,True,True,True,False,True,False,False,True,swerve_left,0.5,2.5913462638855,384,2,NA,False,False,
cruise,False,True,True,True,False,True,False,False,True,swerve_right,0.5,2.59882831573486,384,2,NA,False,False,
cruise,False,True,True,True,False,True,False,False,True,change_to_left,0.999001,2.60523414611816,384,3,NA,False,True,
cruise,False,True,True,True,False,True,False,False,True,cruise,1,2.58493971824646,384,4,NA,False,True,
keep,False,True,True,True,False,True,False,False,True,change_to_right,0.000999,2.59498834609985,385,1,0,False,False,
keep,False,True,True,True,False,True,False,False,True,cruise,0.000999,2.5960853099823,385,1,0,False,False,*
keep,False,True,True,True,False,True,False,False,True,swerve_left,0.5,2.59387516975403,385,2,NA,False,False,
keep,False,True,True,True,False,True,False,False,True,swerve_right,0.5,2.58836317062378,385,2,NA,False,False,
keep,False,True,True,True,False,True,False,False,True,change_to_left,0.999001,2.58648204803467,385,3,NA,False,True,
keep,False,True,True,True,False,True,False,False,True,keep,1,2.5955798625946,385,4,NA,False,True,
change_to_right,False,True,True,True,False,True,True,False,True,cruise,0.000999,2.5741560459137,386,1,29084,False,False,
change_to_right,False,True,True,True,False,True,True,False,True,keep,0.000999,2.57569670677185,386,1,29084,False,False,
change_to_right,False,True,True,True,False,True,True,False,True,swerve_left,0.000999,2.58408665657043,386,1,29084,False,False,*
change_to_right,False,True,True,True,False,True,True,False,True,swerve_right,0.000999,2.58403420448303,386,1,29084,False,False,
change_to_right,False,True,True,True,False,True,True,False,True,change_to_left,0.999001,2.60406994819641,386,2,NA,False,True,
change_to_right,False,True,True,True,False,True,True,False,True,change_to_right,1,2.59127116203308,386,3,NA,False,True,
cruise,False,True,True,True,False,True,True,False,True,change_to_right,0.000999,2.58769226074219,387,1,7453,False,False,
cruise,False,True,True,True,False,True,True,False,True,keep,0.000999,2.57030892372131,387,1,7453,False,False,
cruise,False,True,True,True,False,True,True,False,True,swerve_left,0.000999,2.57267832756043,387,1,7453,False,False,*
cruise,False,True,True,True,False,True,True,False,True,swerve_right,0.000999,2.59626269340515,387,1,7453,False,False,
cruise,False,True,True,True,False,True,True,False,True,change_to_left,0.999001,2.60403656959534,387,2,NA,False,True,
cruise,False,True,True,True,False,True,True,False,True,cruise,1,2.60227751731873,387,3,NA,False,True,
keep,False,True,True,True,False,True,True,False,True,change_to_right,0.000999,2.58281636238098,388,1,21,False,False,
keep,False,True,True,True,False,True,True,False,True,cruise,0.000999,2.58243203163147,388,1,21,False,False,
keep,False,True,True,True,False,True,True,False,True,swerve_left,0.000999,2.5980749130249,388,1,21,False,False,
keep,False,True,True,True,False,True,True,False,True,swerve_right,0.000999,2.62201952934265,388,1,21,False,False,*
keep,False,True,True,True,False,True,True,False,True,change_to_left,0.999001,2.59580397605896,388,2,NA,False,True,
keep,False,True,True,True,False,True,True,False,True,keep,1,2.57335090637207,388,3,NA,False,True,
change_to_right,False,True,True,True,True,False,False,False,True,cruise,0.000999,2.59652352333069,389,1,7,False,False,*
change_to_right,False,True,True,True,True,False,False,False,True,keep,0.5,2.59275674819946,389,2,NA,False,False,
change_to_right,False,True,True,True,True,False,False,False,True,swerve_left,0.5,2.58121204376221,389,2,NA,False,False,
change_to_right,False,True,True,True,True,False,False,False,True,swerve_right,0.5,2.57907009124756,389,2,NA,False,False,
change_to_right,False,True,True,True,True,False,False,False,True,change_to_left,0.999001,2.6024694442749,389,3,NA,False,True,
change_to_right,False,True,True,True,True,False,False,False,True,change_to_right,1,2.58244824409485,389,4,NA,False,True,
cruise,False,True,True,True,True,False,False,False,True,change_to_right,0.000999,2.57691931724548,390,1,5,False,False,*
cruise,False,True,True,True,True,False,False,False,True,keep,0.5,2.57758760452271,390,2,NA,False,False,
cruise,False,True,True,True,True,False,False,False,True,swerve_left,0.5,2.57765316963196,390,2,NA,False,False,
cruise,False,True,True,True,True,False,False,False,True,swerve_right,0.5,2.58061957359314,390,2,NA,False,False,
cruise,False,True,True,True,True,False,False,False,True,change_to_left,0.999001,2.58524346351624,390,3,NA,False,True,
cruise,False,True,True,True,True,False,False,False,True,cruise,1,2.57170653343201,390,4,NA,False,True,
keep,False,True,True,True,True,False,False,False,True,change_to_right,0.000999,2.61033868789673,391,1,0,False,False,
keep,False,True,True,True,True,False,False,False,True,cruise,0.000999,2.60966515541077,391,1,0,False,False,*
keep,False,True,True,True,True,False,False,False,True,swerve_left,0.5,2.60956263542175,391,2,NA,False,False,
keep,False,True,True,True,True,False,False,False,True,swerve_right,0.5,2.60443329811096,391,2,NA,False,False,
keep,False,True,True,True,True,False,False,False,True,change_to_left,0.999001,2.60068011283875,391,3,NA,False,True,
keep,False,True,True,True,True,False,False,False,True,keep,1,2.59414339065552,391,4,NA,False,True,
change_to_right,False,True,True,True,True,False,True,False,True,cruise,0.000999,2.58882355690002,392,1,3,False,False,
change_to_right,False,True,True,True,True,False,True,False,True,keep,0.000999,2.58769869804382,392,1,3,False,False,
change_to_right,False,True,True,True,True,False,True,False,True,swerve_left,0.000999,2.59768772125244,392,1,3,False,False,*
change_to_right,False,True,True,True,True,False,True,False,True,swerve_right,0.000999,2.59419274330139,392,1,3,False,False,
change_to_right,False,True,True,True,True,False,True,False,True,change_to_left,0.999001,2.61399626731873,392,2,NA,False,True,
change_to_right,False,True,True,True,True,False,True,False,True,change_to_right,1,2.593590259552,392,3,NA,False,True,
cruise,False,True,True,True,True,False,True,False,True,change_to_right,0.000999,2.58583950996399,393,1,138,False,False,
cruise,False,True,True,True,True,False,True,False,True,keep,0.000999,2.56833696365356,393,1,138,False,False,
cruise,False,True,True,True,True,False,True,False,True,swerve_left,0.000999,2.60911560058594,393,1,138,False,False,
cruise,False,True,True,True,True,False,True,False,True,swerve_right,0.000999,2.57650947570801,393,1,138,False,False,*
cruise,False,True,True,True,True,False,True,False,True,change_to_left,0.999001,2.59254908561707,393,2,NA,False,True,
cruise,False,True,True,True,True,False,True,False,True,cruise,1,2.58527421951294,393,3,NA,False,True,
keep,False,True,True,True,True,False,True,False,True,change_to_right,0.000999,2.5732684135437,394,1,12,False,False,
keep,False,True,True,True,True,False,True,False,True,cruise,0.000999,2.56903457641602,394,1,12,False,False,
keep,False,True,True,True,True,False,True,False,True,swerve_left,0.000999,2.57867383956909,394,1,12,False,False,
keep,False,True,True,True,True,False,True,False,True,swerve_right,0.000999,2.5860288143158,394,1,12,False,False,*
keep,False,True,True,True,True,False,True,False,True,change_to_left,0.999001,2.5741822719574,394,2,NA,False,True,
keep,False,True,True,True,True,False,True,False,True,keep,1,2.58107995986938,394,3,NA,False,True,
change_to_right,False,True,True,True,True,True,False,False,True,cruise,0.000999,2.57964158058167,395,1,5,False,False,*
change_to_right,False,True,True,True,True,True,False,False,True,keep,0.5,2.60732483863831,395,2,NA,False,False,
