action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,iaction,group_id,ranking
keep,True,False,True,False,False,True,True,swerve_right,428,2
keep,True,False,True,False,False,True,True,change_to_left,428,3
keep,True,False,True,False,False,True,True,change_to_right,428,3
keep,True,False,True,False,False,True,True,keep,428,4
cruise,True,False,True,False,True,False,False,swerve_right,429,1
cruise,True,False,True,False,True,False,False,keep,429,2
cruise,True,False,True,False,True,False,False,swerve_left,429,2
cruise,True,False,True,False,True,False,False,change_to_left,429,3
cruise,True,False,True,False,True,False,False,change_to_right,429,3
cruise,True,False,True,False,True,False,False,cruise,429,4
keep,True,False,True,False,True,False,False,cruise,430,1
keep,True,False,True,False,True,False,False,swerve_right,430,1
keep,True,False,True,False,True,False,False,swerve_left,430,2
keep,True,False,True,False,True,False,False,change_to_left,430,3
keep,True,False,True,False,True,False,False,change_to_right,430,3
keep,True,False,True,False,True,False,False,keep,430,4
cruise,True,False,True,False,True,False,True,keep,431,1
cruise,True,False,True,False,True,False,True,swerve_left,431,1
cruise,True,False,True,False,True,False,True,swerve_right,431,2
cruise,True,False,True,False,True,False,True,change_to_left,431,3
cruise,True,False,True,False,True,False,True,change_to_right,431,3
cruise,True,False,True,False,True,False,True,cruise,431,4
keep,True,False,True,False,True,False,True,cruise,432,1
keep,True,False,True,False,True,False,True,swerve_left,432,1
keep,True,False,True,False,True,False,True,swerve_right,432,2
keep,True,False,True,False,True,False,True,change_to_left,432,3
keep,True,False,True,False,True,False,True,change_to_right,432,3
keep,True,False,True,False,True,False,True,keep,432,4
cruise,True,False,True,False,True,True,False,keep,433,1
cruise,True,False,True,False,True,True,False,swerve_left,433,1
cruise,True,False,True,False,True,True,False,swerve_right,433,1
cruise,True,False,True,False,True,True,False,change_to_left,433,2
cruise,True,False,True,False,True,True,False,change_to_right,433,2
cruise,True,False,True,False,True,True,False,cruise,433,3
keep,True,False,True,False,True,True,False,cruise,434,1
keep,True,False,True,False,True,True,False,swerve_left,434,2
keep,True,False,True,False,True,True,False,swerve_right,434,2
keep,True,False,True,False,True,True,False,change_to_left,434,3
keep,True,False,True,False,True,True,False,change_to_right,434,3
keep,True,False,True,False,True,True,False,keep,434,4
cruise,True,False,True,False,True,True,True,keep,435,1
cruise,True,False,True,False,True,True,True,swerve_left,435,1
cruise,True,False,True,False,True,True,True,swerve_right,435,1
cruise,True,False,True,False,True,True,True,change_to_left,435,2
cruise,True,False,True,False,True,True,True,change_to_right,435,2
cruise,True,False,True,False,True,True,True,cruise,435,3
keep,True,False,True,False,True,True,True,cruise,436,1
keep,True,False,True,False,True,True,True,swerve_left,436,2
keep,True,False,True,False,True,True,True,swerve_right,436,2
keep,True,False,True,False,True,True,True,change_to_left,436,3
keep,True,False,True,False,True,True,True,change_to_right,436,3
keep,True,False,True,False,True,True,True,keep,436,4
cruise,True,False,True,True,False,False,False,keep,437,1
cruise,True,False,True,True,False,False,False,swerve_left,437,1
cruise,True,False,True,True,False,False,False,swerve_right,437,1
cruise,True,False,True,True,False,False,False,change_to_left,437,2
cruise,True,False,True,True,False,False,False,change_to_right,437,2
cruise,True,False,True,True,False,False,False,cruise,437,3
keep,True,False,True,True,False,False,False,cruise,438,1
keep,True,False,True,True,False,False,False,swerve_left,438,2
keep,True,False,True,True,False,False,False,swerve_right,438,2
keep,True,False,True,True,False,False,False,change_to_left,438,3
keep,True,False,True,True,False,False,False,change_to_right,438,3
keep,True,False,True,True,False,False,False,keep,438,4
change_to_left,True,False,True,True,False,False,True,cruise,439,1
change_to_left,True,False,True,True,False,False,True,keep,439,1
change_to_left,True,False,True,True,False,False,True,swerve_left,439,1
change_to_left,True,False,True,True,False,False,True,swerve_right,439,2
change_to_left,True,False,True,True,False,False,True,change_to_right,439,3
change_to_left,True,False,True,True,False,False,True,change_to_left,439,4
cruise,True,False,True,True,False,False,True,change_to_left,440,1
cruise,True,False,True,True,False,False,True,keep,440,1
cruise,True,False,True,True,False,False,True,swerve_left,440,1
cruise,True,False,True,True,False,False,True,swerve_right,440,2
cruise,True,False,True,True,False,False,True,change_to_right,440,3
cruise,True,False,True,True,False,False,True,cruise,440,4
keep,True,False,True,True,False,False,True,change_to_left,441,1
keep,True,False,True,True,False,False,True,cruise,441,1
keep,True,False,True,True,False,False,True,swerve_left,441,1
keep,True,False,True,True,False,False,True,swerve_right,441,2
keep,True,False,True,True,False,False,True,change_to_right,441,3
keep,True,False,True,True,False,False,True,keep,441,4
cruise,True,False,True,True,False,True,False,keep,442,1
cruise,True,False,True,True,False,True,False,swerve_left,442,1
cruise,True,False,True,True,False,True,False,swerve_right,442,1
cruise,True,False,True,True,False,True,False,change_to_left,442,2
cruise,True,False,True,True,False,True,False,change_to_right,442,2
cruise,True,False,True,True,False,True,False,cruise,442,3
keep,True,False,True,True,False,True,False,cruise,443,1
keep,True,False,True,True,False,True,False,swerve_left,443,2
keep,True,False,True,True,False,True,False,swerve_right,443,2
keep,True,False,True,True,False,True,False,change_to_left,443,3
keep,True,False,True,True,False,True,False,change_to_right,443,3
keep,True,False,True,True,False,True,False,keep,443,4
change_to_left,True,False,True,True,False,True,True,cruise,444,1
change_to_left,True,False,True,True,False,True,True,keep,444,1
change_to_left,True,False,True,True,False,True,True,swerve_left,444,1
change_to_left,True,False,True,True,False,True,True,swerve_right,444,2
change_to_left,True,False,True,True,False,True,True,change_to_right,444,3
change_to_left,True,False,True,True,False,True,True,change_to_left,444,4
cruise,True,False,True,True,False,True,True,change_to_left,445,1
cruise,True,False,True,True,False,True,True,keep,445,1
cruise,True,False,True,True,False,True,True,swerve_left,445,1
cruise,True,False,True,True,False,True,True,swerve_right,445,2
cruise,True,False,True,True,False,True,True,change_to_right,445,3
cruise,True,False,True,True,False,True,True,cruise,445,4
keep,True,False,True,True,False,True,True,change_to_left,446,1
keep,True,False,True,True,False,True,True,cruise,446,1
keep,True,False,True,True,False,True,True,swerve_left,446,1
keep,True,False,True,True,False,True,True,swerve_right,446,2
keep,True,False,True,True,False,True,True,change_to_right,446,3
keep,True,False,True,True,False,True,True,keep,446,4
cruise,True,False,True,True,True,False,False,keep,447,1
cruise,True,False,True,True,True,False,False,swerve_left,447,1
cruise,True,False,True,True,True,False,False,swerve_right,447,1
cruise,True,False,True,True,True,False,False,change_to_left,447,2
cruise,True,False,True,True,True,False,False,change_to_right,447,2
cruise,True,False,True,True,True,False,False,cruise,447,3
keep,True,False,True,True,True,False,False,cruise,448,1
keep,True,False,True,True,True,False,False,swerve_left,448,2
keep,True,False,True,True,True,False,False,swerve_right,448,2
keep,True,False,True,True,True,False,False,change_to_left,448,3
keep,True,False,True,True,True,False,False,change_to_right,448,3
keep,True,False,True,True,True,False,False,keep,448,4
change_to_left,True,False,True,True,True,False,True,cruise,449,1
change_to_left,True,False,True,True,True,False,True,keep,449,1
change_to_left,True,False,True,True,True,False,True,swerve_left,449,1
change_to_left,True,False,True,True,True,False,True,swerve_right,449,2
change_to_left,True,False,True,True,True,False,True,change_to_right,449,3
change_to_left,True,False,True,True,True,False,True,change_to_left,449,4
cruise,True,False,True,True,True,False,True,change_to_left,450,1
cruise,True,False,True,True,True,False,True,keep,450,1
cruise,True,False,True,True,True,False,True,swerve_left,450,1
cruise,True,False,True,True,True,False,True,swerve_right,450,2
cruise,True,False,True,True,True,False,True,change_to_right,450,3
cruise,True,False,True,True,True,False,True,cruise,450,4
keep,True,False,True,True,True,False,True,change_to_left,451,1
keep,True,False,True,True,True,False,True,cruise,451,1
keep,True,False,True,True,True,False,True,swerve_left,451,1
keep,True,False,True,True,True,False,True,swerve_right,451,2
keep,True,False,True,True,True,False,True,change_to_right,451,3
keep,True,False,True,True,True,False,True,keep,451,4
cruise,True,False,True,True,True,True,False,keep,452,1
cruise,True,False,True,True,True,True,False,swerve_left,452,1
cruise,True,False,True,True,True,True,False,swerve_right,452,1
cruise,True,False,True,True,True,True,False,change_to_left,452,2
cruise,True,False,True,True,True,True,False,change_to_right,452,2
cruise,True,False,True,True,True,True,False,cruise,452,3
keep,True,False,True,True,True,True,False,cruise,453,1
keep,True,False,True,True,True,True,False,swerve_left,453,2
keep,True,False,True,True,True,True,False,swerve_right,453,2
keep,True,False,True,True,True,True,False,change_to_left,453,3
keep,True,False,True,True,True,True,False,change_to_right,453,3
keep,True,False,True,True,True,True,False,keep,453,4
change_to_left,True,False,True,True,True,True,True,cruise,454,1
change_to_left,True,False,True,True,True,True,True,keep,454,2
change_to_left,True,False,True,True,True,True,True,swerve_left,454,2
change_to_left,True,False,True,True,True,True,True,swerve_right,454,2
change_to_left,True,False,True,True,True,True,True,change_to_right,454,3
change_to_left,True,False,True,True,True,True,True,change_to_left,454,4
cruise,True,False,True,True,True,True,True,change_to_left,455,1
cruise,True,False,True,True,True,True,True,keep,455,2
cruise,True,False,True,True,True,True,True,swerve_left,455,2
cruise,True,False,True,True,True,True,True,swerve_right,455,2
cruise,True,False,True,True,True,True,True,change_to_right,455,3
cruise,True,False,True,True,True,True,True,cruise,455,4
keep,True,False,True,True,True,True,True,change_to_left,456,1
keep,True,False,True,True,True,True,True,cruise,456,1
keep,True,False,True,True,True,True,True,swerve_left,456,2
keep,True,False,True,True,True,True,True,swerve_right,456,2
keep,True,False,True,True,True,True,True,change_to_right,456,3
keep,True,False,True,True,True,True,True,keep,456,4
keep,True,True,False,False,False,False,False,swerve_left,457,1
keep,True,True,False,False,False,False,False,swerve_right,457,1
keep,True,True,False,False,False,False,False,change_to_left,457,2
keep,True,True,False,False,False,False,False,change_to_right,457,2
keep,True,True,False,False,False,False,False,cruise,457,2
keep,True,True,False,False,False,False,False,keep,457,3
keep,True,True,False,False,False,False,True,swerve_left,458,1
keep,True,True,False,False,False,False,True,swerve_right,458,1
keep,True,True,False,False,False,False,True,change_to_left,458,2
keep,True,True,False,False,False,False,True,change_to_right,458,2
keep,True,True,False,False,False,False,True,cruise,458,2
keep,True,True,False,False,False,False,True,keep,458,3
keep,True,True,False,False,False,True,False,swerve_left,459,1
keep,True,True,False,False,False,True,False,swerve_right,459,1
keep,True,True,False,False,False,True,False,change_to_left,459,2
keep,True,True,False,False,False,True,False,change_to_right,459,2
keep,True,True,False,False,False,True,False,cruise,459,2
keep,True,True,False,False,False,True,False,keep,459,3
keep,True,True,False,False,False,True,True,swerve_left,460,1
keep,True,True,False,False,False,True,True,swerve_right,460,1
keep,True,True,False,False,False,True,True,change_to_left,460,2
keep,True,True,False,False,False,True,True,change_to_right,460,2
keep,True,True,False,False,False,True,True,cruise,460,2
keep,True,True,False,False,False,True,True,keep,460,3
keep,True,True,False,False,True,False,False,swerve_left,461,1
keep,True,True,False,False,True,False,False,swerve_right,461,1
keep,True,True,False,False,True,False,False,change_to_left,461,2
keep,True,True,False,False,True,False,False,change_to_right,461,2
keep,True,True,False,False,True,False,False,cruise,461,2
keep,True,True,False,False,True,False,False,keep,461,3
keep,True,True,False,False,True,False,True,swerve_left,462,1
keep,True,True,False,False,True,False,True,swerve_right,462,1
keep,True,True,False,False,True,False,True,change_to_left,462,2
keep,True,True,False,False,True,False,True,change_to_right,462,2
keep,True,True,False,False,True,False,True,cruise,462,2
keep,True,True,False,False,True,False,True,keep,462,3
keep,True,True,False,False,True,True,False,swerve_left,463,1
keep,True,True,False,False,True,True,False,swerve_right,463,1
keep,True,True,False,False,True,True,False,change_to_left,463,2
keep,True,True,False,False,True,True,False,change_to_right,463,2
keep,True,True,False,False,True,True,False,cruise,463,2
keep,True,True,False,False,True,True,False,keep,463,3
keep,True,True,False,False,True,True,True,swerve_left,464,1
keep,True,True,False,False,True,True,True,swerve_right,464,1
keep,True,True,False,False,True,True,True,change_to_left,464,2
keep,True,True,False,False,True,True,True,change_to_right,464,2
keep,True,True,False,False,True,True,True,cruise,464,2
keep,True,True,False,False,True,True,True,keep,464,3
keep,True,True,False,True,False,False,False,swerve_left,465,1
keep,True,True,False,True,False,False,False,swerve_right,465,1
keep,True,True,False,True,False,False,False,change_to_left,465,2
keep,True,True,False,True,False,False,False,change_to_right,465,2
keep,True,True,False,True,False,False,False,cruise,465,2
keep,True,True,False,True,False,False,False,keep,465,3
change_to_left,True,True,False,True,False,False,True,keep,466,1
change_to_left,True,True,False,True,False,False,True,swerve_left,466,1
change_to_left,True,True,False,True,False,False,True,swerve_right,466,1
change_to_left,True,True,False,True,False,False,True,change_to_right,466,2
change_to_left,True,True,False,True,False,False,True,cruise,466,2
change_to_left,True,True,False,True,False,False,True,change_to_left,466,3
keep,True,True,False,True,False,False,True,change_to_left,467,1
keep,True,True,False,True,False,False,True,swerve_left,467,1
keep,True,True,False,True,False,False,True,swerve_right,467,1
keep,True,True,False,True,False,False,True,change_to_right,467,2
keep,True,True,False,True,False,False,True,cruise,467,2
keep,True,True,False,True,False,False,True,keep,467,3
keep,True,True,False,True,False,True,False,swerve_left,468,1
keep,True,True,False,True,False,True,False,swerve_right,468,1
keep,True,True,False,True,False,True,False,change_to_left,468,2
keep,True,True,False,True,False,True,False,change_to_right,468,2
keep,True,True,False,True,False,True,False,cruise,468,2
keep,True,True,False,True,False,True,False,keep,468,3
change_to_left,True,True,False,True,False,True,True,keep,469,1
change_to_left,True,True,False,True,False,True,True,swerve_left,469,1
change_to_left,True,True,False,True,False,True,True,swerve_right,469,1
change_to_left,True,True,False,True,False,True,True,change_to_right,469,2
change_to_left,True,True,False,True,False,True,True,cruise,469,2
change_to_left,True,True,False,True,False,True,True,change_to_left,469,3
keep,True,True,False,True,False,True,True,change_to_left,470,1
keep,True,True,False,True,False,True,True,swerve_left,470,1
keep,True,True,False,True,False,True,True,swerve_right,470,1
keep,True,True,False,True,False,True,True,change_to_right,470,2
keep,True,True,False,True,False,True,True,cruise,470,2
keep,True,True,False,True,False,True,True,keep,470,3
keep,True,True,False,True,True,False,False,swerve_right,471,1
keep,True,True,False,True,True,False,False,swerve_left,471,2
keep,True,True,False,True,True,False,False,change_to_left,471,3
keep,True,True,False,True,True,False,False,change_to_right,471,3
keep,True,True,False,True,True,False,False,cruise,471,3
keep,True,True,False,True,True,False,False,keep,471,4
change_to_left,True,True,False,True,True,False,True,keep,472,1
change_to_left,True,True,False,True,True,False,True,swerve_left,472,1
change_to_left,True,True,False,True,True,False,True,swerve_right,472,1
change_to_left,True,True,False,True,True,False,True,change_to_right,472,2
change_to_left,True,True,False,True,True,False,True,cruise,472,2
change_to_left,True,True,False,True,True,False,True,change_to_left,472,3
keep,True,True,False,True,True,False,True,change_to_left,473,1
keep,True,True,False,True,True,False,True,swerve_left,473,1
keep,True,True,False,True,True,False,True,swerve_right,473,1
keep,True,True,False,True,True,False,True,change_to_right,473,2
keep,True,True,False,True,True,False,True,cruise,473,2
keep,True,True,False,True,True,False,True,keep,473,3
keep,True,True,False,True,True,True,False,swerve_left,474,1
keep,True,True,False,True,True,True,False,swerve_right,474,1
keep,True,True,False,True,True,True,False,change_to_left,474,2
keep,True,True,False,True,True,True,False,change_to_right,474,2
keep,True,True,False,True,True,True,False,cruise,474,2
keep,True,True,False,True,True,True,False,keep,474,3
change_to_left,True,True,False,True,True,True,True,keep,475,1
change_to_left,True,True,False,True,True,True,True,swerve_left,475,1
change_to_left,True,True,False,True,True,True,True,swerve_right,475,1
change_to_left,True,True,False,True,True,True,True,change_to_right,475,2
change_to_left,True,True,False,True,True,True,True,cruise,475,2
change_to_left,True,True,False,True,True,True,True,change_to_left,475,3
keep,True,True,False,True,True,True,True,change_to_left,476,1
keep,True,True,False,True,True,True,True,swerve_left,476,1
keep,True,True,False,True,True,True,True,swerve_right,476,1
keep,True,True,False,True,True,True,True,change_to_right,476,2
keep,True,True,False,True,True,True,True,cruise,476,2
keep,True,True,False,True,True,True,True,keep,476,3
cruise,True,True,True,False,False,False,False,keep,477,1
cruise,True,True,True,False,False,False,False,swerve_left,477,1
cruise,True,True,True,False,False,False,False,swerve_right,477,1
cruise,True,True,True,False,False,False,False,change_to_left,477,2
cruise,True,True,True,False,False,False,False,change_to_right,477,2
cruise,True,True,True,False,False,False,False,cruise,477,3
keep,True,True,True,False,False,False,False,cruise,478,1
keep,True,True,True,False,False,False,False,swerve_left,478,1
keep,True,True,True,False,False,False,False,swerve_right,478,1
keep,True,True,True,False,False,False,False,change_to_left,478,2
keep,True,True,True,False,False,False,False,change_to_right,478,2
keep,True,True,True,False,False,False,False,keep,478,3
cruise,True,True,True,False,False,False,True,keep,479,1
cruise,True,True,True,False,False,False,True,swerve_left,479,1
cruise,True,True,True,False,False,False,True,swerve_right,479,1
cruise,True,True,True,False,False,False,True,change_to_left,479,2
cruise,True,True,True,False,False,False,True,change_to_right,479,2
cruise,True,True,True,False,False,False,True,cruise,479,3
keep,True,True,True,False,False,False,True,cruise,480,1
keep,True,True,True,False,False,False,True,swerve_left,480,1
keep,True,True,True,False,False,False,True,swerve_right,480,1
keep,True,True,True,False,False,False,True,change_to_left,480,2
keep,True,True,True,False,False,False,True,change_to_right,480,2
keep,True,True,True,False,False,False,True,keep,480,3
cruise,True,True,True,False,False,True,False,keep,481,1
cruise,True,True,True,False,False,True,False,swerve_left,481,1
cruise,True,True,True,False,False,True,False,swerve_right,481,1
cruise,True,True,True,False,False,True,False,change_to_left,481,2
cruise,True,True,True,False,False,True,False,change_to_right,481,2
cruise,True,True,True,False,False,True,False,cruise,481,3
keep,True,True,True,False,False,True,False,cruise,482,1
keep,True,True,True,False,False,True,False,swerve_left,482,1
keep,True,True,True,False,False,True,False,swerve_right,482,1
keep,True,True,True,False,False,True,False,change_to_left,482,2
keep,True,True,True,False,False,True,False,change_to_right,482,2
keep,True,True,True,False,False,True,False,keep,482,3
cruise,True,True,True,False,False,True,True,keep,483,1
cruise,True,True,True,False,False,True,True,swerve_left,483,1
cruise,True,True,True,False,False,True,True,swerve_right,483,1
cruise,True,True,True,False,False,True,True,change_to_left,483,2
cruise,True,True,True,False,False,True,True,change_to_right,483,2
cruise,True,True,True,False,False,True,True,cruise,483,3
keep,True,True,True,False,False,True,True,cruise,484,1
keep,True,True,True,False,False,True,True,swerve_left,484,1
keep,True,True,True,False,False,True,True,swerve_right,484,1
keep,True,True,True,False,False,True,True,change_to_left,484,2
keep,True,True,True,False,False,True,True,change_to_right,484,2
keep,True,True,True,False,False,True,True,keep,484,3
cruise,True,True,True,False,True,False,False,keep,485,1
cruise,True,True,True,False,True,False,False,swerve_left,485,1
cruise,True,True,True,False,True,False,False,swerve_right,485,1
cruise,True,True,True,False,True,False,False,change_to_left,485,2
cruise,True,True,True,False,True,False,False,change_to_right,485,2
cruise,True,True,True,False,True,False,False,cruise,485,3
keep,True,True,True,False,True,False,False,cruise,486,1
keep,True,True,True,False,True,False,False,swerve_left,486,1
keep,True,True,True,False,True,False,False,swerve_right,486,1
keep,True,True,True,False,True,False,False,change_to_left,486,2
keep,True,True,True,False,True,False,False,change_to_right,486,2
keep,True,True,True,False,True,False,False,keep,486,3
cruise,True,True,True,False,True,False,True,keep,487,1
cruise,True,True,True,False,True,False,True,swerve_left,487,1
cruise,True,True,True,False,True,False,True,swerve_right,487,1
cruise,True,True,True,False,True,False,True,change_to_left,487,2
cruise,True,True,True,False,True,False,True,change_to_right,487,2
cruise,True,True,True,False,True,False,True,cruise,487,3
keep,True,True,True,False,True,False,True,cruise,488,1
keep,True,True,True,False,True,False,True,swerve_left,488,1
keep,True,True,True,False,True,False,True,swerve_right,488,1
keep,True,True,True,False,True,False,True,change_to_left,488,2
keep,True,True,True,False,True,False,True,change_to_right,488,2
keep,True,True,True,False,True,False,True,keep,488,3
cruise,True,True,True,False,True,True,False,keep,489,1
cruise,True,True,True,False,True,True,False,swerve_left,489,1
cruise,True,True,True,False,True,True,False,swerve_right,489,1
cruise,True,True,True,False,True,True,False,change_to_left,489,2
cruise,True,True,True,False,True,True,False,change_to_right,489,2
cruise,True,True,True,False,True,True,False,cruise,489,3
keep,True,True,True,False,True,True,False,cruise,490,1
keep,True,True,True,False,True,True,False,swerve_left,490,1
keep,True,True,True,False,True,True,False,swerve_right,490,1
keep,True,True,True,False,True,True,False,change_to_left,490,2
keep,True,True,True,False,True,True,False,change_to_right,490,2
keep,True,True,True,False,True,True,False,keep,490,3
cruise,True,True,True,False,True,True,True,keep,491,1
cruise,True,True,True,False,True,True,True,swerve_left,491,1
cruise,True,True,True,False,True,True,True,swerve_right,491,1
cruise,True,True,True,False,True,True,True,change_to_left,491,2
cruise,True,True,True,False,True,True,True,change_to_right,491,2
cruise,True,True,True,False,True,True,True,cruise,491,3
keep,True,True,True,False,True,True,True,cruise,492,1
keep,True,True,True,False,True,True,True,swerve_left,492,1
keep,True,True,True,False,True,True,True,swerve_right,492,1
keep,True,True,True,False,True,True,True,change_to_left,492,2
keep,True,True,True,False,True,True,True,change_to_right,492,2
keep,True,True,True,False,True,True,True,keep,492,3
cruise,True,True,True,True,False,False,False,keep,493,1
cruise,True,True,True,True,False,False,False,swerve_left,493,1
cruise,True,True,True,True,False,False,False,swerve_right,493,1
cruise,True,True,True,True,False,False,False,change_to_left,493,2
cruise,True,True,True,True,False,False,False,change_to_right,493,2
cruise,True,True,True,True,False,False,False,cruise,493,3
keep,True,True,True,True,False,False,False,cruise,494,1
keep,True,True,True,True,False,False,False,swerve_left,494,1
keep,True,True,True,True,False,False,False,swerve_right,494,1
keep,True,True,True,True,False,False,False,change_to_left,494,2
keep,True,True,True,True,False,False,False,change_to_right,494,2
keep,True,True,True,True,False,False,False,keep,494,3
change_to_left,True,True,True,True,False,False,True,cruise,495,1
change_to_left,True,True,True,True,False,False,True,keep,495,1
change_to_left,True,True,True,True,False,False,True,swerve_left,495,1
change_to_left,True,True,True,True,False,False,True,swerve_right,495,1
change_to_left,True,True,True,True,False,False,True,change_to_right,495,2
change_to_left,True,True,True,True,False,False,True,change_to_left,495,3
cruise,True,True,True,True,False,False,True,change_to_left,496,1
cruise,True,True,True,True,False,False,True,keep,496,1
cruise,True,True,True,True,False,False,True,swerve_left,496,1
cruise,True,True,True,True,False,False,True,swerve_right,496,1
cruise,True,True,True,True,False,False,True,change_to_right,496,2
cruise,True,True,True,True,False,False,True,cruise,496,3
keep,True,True,True,True,False,False,True,change_to_left,497,1
keep,True,True,True,True,False,False,True,cruise,497,1
keep,True,True,True,True,False,False,True,swerve_left,497,1
keep,True,True,True,True,False,False,True,swerve_right,497,1
keep,True,True,True,True,False,False,True,change_to_right,497,2
keep,True,True,True,True,False,False,True,keep,497,3
cruise,True,True,True,True,False,True,False,keep,498,1
cruise,True,True,True,True,False,True,False,swerve_left,498,1
cruise,True,True,True,True,False,True,False,swerve_right,498,1
cruise,True,True,True,True,False,True,False,change_to_left,498,2
cruise,True,True,True,True,False,True,False,change_to_right,498,2
cruise,True,True,True,True,False,True,False,cruise,498,3
keep,True,True,True,True,False,True,False,cruise,499,1
keep,True,True,True,True,False,True,False,swerve_left,499,1
keep,True,True,True,True,False,True,False,swerve_right,499,1
keep,True,True,True,True,False,True,False,change_to_left,499,2
keep,True,True,True,True,False,True,False,change_to_right,499,2
keep,True,True,True,True,False,True,False,keep,499,3
change_to_left,True,True,True,True,False,True,True,cruise,500,1
change_to_left,True,True,True,True,False,True,True,keep,500,1
change_to_left,True,True,True,True,False,True,True,swerve_left,500,1
change_to_left,True,True,True,True,False,True,True,swerve_right,500,1
change_to_left,True,True,True,True,False,True,True,change_to_right,500,2
change_to_left,True,True,True,True,False,True,True,change_to_left,500,3
cruise,True,True,True,True,False,True,True,change_to_left,501,1
cruise,True,True,True,True,False,True,True,keep,501,1
cruise,True,True,True,True,False,True,True,swerve_left,501,1
cruise,True,True,True,True,False,True,True,swerve_right,501,1
cruise,True,True,True,True,False,True,True,change_to_right,501,2
cruise,True,True,True,True,False,True,True,cruise,501,3
keep,True,True,True,True,False,True,True,change_to_left,502,1
keep,True,True,True,True,False,True,True,cruise,502,1
keep,True,True,True,True,False,True,True,swerve_left,502,1
keep,True,True,True,True,False,True,True,swerve_right,502,1
keep,True,True,True,True,False,True,True,change_to_right,502,2
keep,True,True,True,True,False,True,True,keep,502,3
cruise,True,True,True,True,True,False,False,keep,503,1
cruise,True,True,True,True,True,False,False,swerve_right,503,1
cruise,True,True,True,True,True,False,False,swerve_left,503,2
cruise,True,True,True,True,True,False,False,change_to_left,503,3
cruise,True,True,True,True,True,False,False,change_to_right,503,3
cruise,True,True,True,True,True,False,False,cruise,503,4
keep,True,True,True,True,True,False,False,cruise,504,1
keep,True,True,True,True,True,False,False,swerve_right,504,1
keep,True,True,True,True,True,False,False,swerve_left,504,2
keep,True,True,True,True,True,False,False,change_to_left,504,3
keep,True,True,True,True,True,False,False,change_to_right,504,3
keep,True,True,True,True,True,False,False,keep,504,4
change_to_left,True,True,True,True,True,False,True,cruise,505,1
change_to_left,True,True,True,True,True,False,True,keep,505,1
change_to_left,True,True,True,True,True,False,True,swerve_left,505,1
change_to_left,True,True,True,True,True,False,True,swerve_right,505,1
change_to_left,True,True,True,True,True,False,True,change_to_right,505,2
change_to_left,True,True,True,True,True,False,True,change_to_left,505,3
cruise,True,True,True,True,True,False,True,change_to_left,506,1
cruise,True,True,True,True,True,False,True,keep,506,1
cruise,True,True,True,True,True,False,True,swerve_left,506,1
cruise,True,True,True,True,True,False,True,swerve_right,506,1
cruise,True,True,True,True,True,False,True,change_to_right,506,2
cruise,True,True,True,True,True,False,True,cruise,506,3
keep,True,True,True,True,True,False,True,change_to_left,507,1
keep,True,True,True,True,True,False,True,cruise,507,1
keep,True,True,True,True,True,False,True,swerve_left,507,1
keep,True,True,True,True,True,False,True,swerve_right,507,1
keep,True,True,True,True,True,False,True,change_to_right,507,2
keep,True,True,True,True,True,False,True,keep,507,3
cruise,True,True,True,True,True,True,False,swerve_left,508,1
cruise,True,True,True,True,True,True,False,swerve_right,508,1
cruise,True,True,True,True,True,True,False,keep,508,2
cruise,True,True,True,True,True,True,False,change_to_left,508,3
cruise,True,True,True,True,True,True,False,change_to_right,508,3
cruise,True,True,True,True,True,True,False,cruise,508,4
keep,True,True,True,True,True,True,False,cruise,509,1
keep,True,True,True,True,True,True,False,swerve_left,509,1
keep,True,True,True,True,True,True,False,swerve_right,509,1
keep,True,True,True,True,True,True,False,change_to_left,509,2
keep,True,True,True,True,True,True,False,change_to_right,509,2
keep,True,True,True,True,True,True,False,keep,509,3
change_to_left,True,True,True,True,True,True,True,cruise,510,1
change_to_left,True,True,True,True,True,True,True,keep,510,1
change_to_left,True,True,True,True,True,True,True,swerve_left,510,1
change_to_left,True,True,True,True,True,True,True,swerve_right,510,1
change_to_left,True,True,True,True,True,True,True,change_to_right,510,2
change_to_left,True,True,True,True,True,True,True,change_to_left,510,3
cruise,True,True,True,True,True,True,True,change_to_left,511,1
cruise,True,True,True,True,True,True,True,keep,511,1
cruise,True,True,True,True,True,True,True,swerve_left,511,1
cruise,True,True,True,True,True,True,True,swerve_right,511,1
cruise,True,True,True,True,True,True,True,change_to_right,511,2
cruise,True,True,True,True,True,True,True,cruise,511,3
keep,True,True,True,True,True,True,True,change_to_left,512,1
keep,True,True,True,True,True,True,True,cruise,512,1
keep,True,True,True,True,True,True,True,swerve_left,512,1
keep,True,True,True,True,True,True,True,swerve_right,512,1
keep,True,True,True,True,True,True,True,change_to_right,512,2
keep,True,True,True,True,True,True,True,keep,512,3
swerve_left,False,False,False,False,False,False,False,keep,513,1
swerve_left,False,False,False,False,False,False,False,swerve_right,513,1
swerve_left,False,False,False,False,False,False,False,change_to_left,513,2
swerve_left,False,False,False,False,False,False,False,change_to_right,513,2
swerve_left,False,False,False,False,False,False,False,cruise,513,2
swerve_left,False,False,False,False,False,False,False,swerve_left,513,3
swerve_left,False,True,False,False,False,False,False,keep,514,1
swerve_left,False,True,False,False,False,False,False,swerve_right,514,1
swerve_left,False,True,False,False,False,False,False,change_to_left,514,2
