action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,iaction,group_id,ranking
change_to_left,False,False,True,True,True,True,True,change_to_left,80,4
change_to_right,False,True,False,False,False,False,False,keep,81,1
change_to_right,False,True,False,False,False,False,False,swerve_left,81,1
change_to_right,False,True,False,False,False,False,False,swerve_right,81,1
change_to_right,False,True,False,False,False,False,False,change_to_left,81,2
change_to_right,False,True,False,False,False,False,False,cruise,81,2
change_to_right,False,True,False,False,False,False,False,change_to_right,81,3
cruise,False,True,False,False,False,False,False,keep,82,1
cruise,False,True,False,False,False,False,False,swerve_left,82,1
cruise,False,True,False,False,False,False,False,swerve_right,82,1
cruise,False,True,False,False,False,False,False,change_to_left,82,2
cruise,False,True,False,False,False,False,False,change_to_right,82,2
cruise,False,True,False,False,False,False,False,cruise,82,3
change_to_left,False,True,False,False,False,False,False,keep,83,1
change_to_left,False,True,False,False,False,False,False,swerve_left,83,1
change_to_left,False,True,False,False,False,False,False,swerve_right,83,1
change_to_left,False,True,False,False,False,False,False,change_to_right,83,2
change_to_left,False,True,False,False,False,False,False,cruise,83,2
change_to_left,False,True,False,False,False,False,False,change_to_left,83,3
change_to_right,False,True,False,False,False,False,True,keep,84,1
change_to_right,False,True,False,False,False,False,True,swerve_left,84,1
change_to_right,False,True,False,False,False,False,True,swerve_right,84,2
change_to_right,False,True,False,False,False,False,True,change_to_left,84,3
change_to_right,False,True,False,False,False,False,True,cruise,84,3
change_to_right,False,True,False,False,False,False,True,change_to_right,84,4
cruise,False,True,False,False,False,False,True,keep,85,1
cruise,False,True,False,False,False,False,True,swerve_left,85,1
cruise,False,True,False,False,False,False,True,swerve_right,85,2
cruise,False,True,False,False,False,False,True,change_to_left,85,3
cruise,False,True,False,False,False,False,True,change_to_right,85,3
cruise,False,True,False,False,False,False,True,cruise,85,4
change_to_left,False,True,False,False,False,False,True,keep,86,1
change_to_left,False,True,False,False,False,False,True,swerve_left,86,1
change_to_left,False,True,False,False,False,False,True,swerve_right,86,2
change_to_left,False,True,False,False,False,False,True,change_to_right,86,3
change_to_left,False,True,False,False,False,False,True,cruise,86,3
change_to_left,False,True,False,False,False,False,True,change_to_left,86,4
change_to_right,False,True,False,False,False,True,False,keep,87,1
change_to_right,False,True,False,False,False,True,False,swerve_left,87,1
change_to_right,False,True,False,False,False,True,False,swerve_right,87,1
change_to_right,False,True,False,False,False,True,False,change_to_left,87,2
change_to_right,False,True,False,False,False,True,False,cruise,87,2
change_to_right,False,True,False,False,False,True,False,change_to_right,87,3
cruise,False,True,False,False,False,True,False,keep,88,1
cruise,False,True,False,False,False,True,False,swerve_left,88,1
cruise,False,True,False,False,False,True,False,swerve_right,88,1
cruise,False,True,False,False,False,True,False,change_to_left,88,2
cruise,False,True,False,False,False,True,False,change_to_right,88,2
cruise,False,True,False,False,False,True,False,cruise,88,3
change_to_left,False,True,False,False,False,True,False,keep,89,1
change_to_left,False,True,False,False,False,True,False,swerve_left,89,1
change_to_left,False,True,False,False,False,True,False,swerve_right,89,1
change_to_left,False,True,False,False,False,True,False,change_to_right,89,2
change_to_left,False,True,False,False,False,True,False,cruise,89,2
change_to_left,False,True,False,False,False,True,False,change_to_left,89,3
change_to_right,False,True,False,False,False,True,True,keep,90,1
change_to_right,False,True,False,False,False,True,True,swerve_left,90,1
change_to_right,False,True,False,False,False,True,True,swerve_right,90,2
change_to_right,False,True,False,False,False,True,True,change_to_left,90,3
change_to_right,False,True,False,False,False,True,True,cruise,90,3
change_to_right,False,True,False,False,False,True,True,change_to_right,90,4
cruise,False,True,False,False,False,True,True,keep,91,1
cruise,False,True,False,False,False,True,True,swerve_left,91,1
cruise,False,True,False,False,False,True,True,swerve_right,91,2
cruise,False,True,False,False,False,True,True,change_to_left,91,3
cruise,False,True,False,False,False,True,True,change_to_right,91,3
cruise,False,True,False,False,False,True,True,cruise,91,4
change_to_left,False,True,False,False,False,True,True,keep,92,1
change_to_left,False,True,False,False,False,True,True,swerve_left,92,1
change_to_left,False,True,False,False,False,True,True,swerve_right,92,2
change_to_left,False,True,False,False,False,True,True,change_to_right,92,3
change_to_left,False,True,False,False,False,True,True,cruise,92,3
change_to_left,False,True,False,False,False,True,True,change_to_left,92,4
change_to_right,False,True,False,False,True,False,False,keep,93,1
change_to_right,False,True,False,False,True,False,False,swerve_left,93,1
change_to_right,False,True,False,False,True,False,False,swerve_right,93,1
change_to_right,False,True,False,False,True,False,False,change_to_left,93,2
change_to_right,False,True,False,False,True,False,False,cruise,93,2
change_to_right,False,True,False,False,True,False,False,change_to_right,93,3
cruise,False,True,False,False,True,False,False,keep,94,1
cruise,False,True,False,False,True,False,False,swerve_left,94,1
cruise,False,True,False,False,True,False,False,swerve_right,94,1
cruise,False,True,False,False,True,False,False,change_to_left,94,2
cruise,False,True,False,False,True,False,False,change_to_right,94,2
cruise,False,True,False,False,True,False,False,cruise,94,3
change_to_left,False,True,False,False,True,False,False,keep,95,1
change_to_left,False,True,False,False,True,False,False,swerve_left,95,1
change_to_left,False,True,False,False,True,False,False,swerve_right,95,1
change_to_left,False,True,False,False,True,False,False,change_to_right,95,2
change_to_left,False,True,False,False,True,False,False,cruise,95,2
change_to_left,False,True,False,False,True,False,False,change_to_left,95,3
change_to_right,False,True,False,False,True,False,True,keep,96,1
change_to_right,False,True,False,False,True,False,True,swerve_left,96,1
change_to_right,False,True,False,False,True,False,True,swerve_right,96,2
change_to_right,False,True,False,False,True,False,True,change_to_left,96,3
change_to_right,False,True,False,False,True,False,True,cruise,96,3
change_to_right,False,True,False,False,True,False,True,change_to_right,96,4
cruise,False,True,False,False,True,False,True,keep,97,1
cruise,False,True,False,False,True,False,True,swerve_left,97,1
cruise,False,True,False,False,True,False,True,swerve_right,97,2
cruise,False,True,False,False,True,False,True,change_to_left,97,3
cruise,False,True,False,False,True,False,True,change_to_right,97,3
cruise,False,True,False,False,True,False,True,cruise,97,4
change_to_left,False,True,False,False,True,False,True,keep,98,1
change_to_left,False,True,False,False,True,False,True,swerve_left,98,1
change_to_left,False,True,False,False,True,False,True,swerve_right,98,2
change_to_left,False,True,False,False,True,False,True,change_to_right,98,3
change_to_left,False,True,False,False,True,False,True,cruise,98,3
change_to_left,False,True,False,False,True,False,True,change_to_left,98,4
change_to_right,False,True,False,False,True,True,False,keep,99,1
change_to_right,False,True,False,False,True,True,False,swerve_left,99,1
change_to_right,False,True,False,False,True,True,False,swerve_right,99,1
change_to_right,False,True,False,False,True,True,False,change_to_left,99,2
change_to_right,False,True,False,False,True,True,False,cruise,99,2
change_to_right,False,True,False,False,True,True,False,change_to_right,99,3
cruise,False,True,False,False,True,True,False,keep,100,1
cruise,False,True,False,False,True,True,False,swerve_left,100,1
cruise,False,True,False,False,True,True,False,swerve_right,100,1
cruise,False,True,False,False,True,True,False,change_to_left,100,2
cruise,False,True,False,False,True,True,False,change_to_right,100,2
cruise,False,True,False,False,True,True,False,cruise,100,3
change_to_left,False,True,False,False,True,True,False,keep,101,1
change_to_left,False,True,False,False,True,True,False,swerve_left,101,1
change_to_left,False,True,False,False,True,True,False,swerve_right,101,1
change_to_left,False,True,False,False,True,True,False,change_to_right,101,2
change_to_left,False,True,False,False,True,True,False,cruise,101,2
change_to_left,False,True,False,False,True,True,False,change_to_left,101,3
cruise,False,True,False,False,True,True,True,keep,102,1
cruise,False,True,False,False,True,True,True,swerve_left,102,2
cruise,False,True,False,False,True,True,True,swerve_right,102,2
cruise,False,True,False,False,True,True,True,change_to_left,102,3
cruise,False,True,False,False,True,True,True,change_to_right,102,3
cruise,False,True,False,False,True,True,True,cruise,102,4
change_to_right,False,True,False,False,True,True,True,keep,103,1
change_to_right,False,True,False,False,True,True,True,swerve_left,103,2
change_to_right,False,True,False,False,True,True,True,swerve_right,103,2
change_to_right,False,True,False,False,True,True,True,change_to_left,103,3
change_to_right,False,True,False,False,True,True,True,cruise,103,3
change_to_right,False,True,False,False,True,True,True,change_to_right,103,4
change_to_left,False,True,False,False,True,True,True,keep,104,1
change_to_left,False,True,False,False,True,True,True,swerve_left,104,2
change_to_left,False,True,False,False,True,True,True,swerve_right,104,2
change_to_left,False,True,False,False,True,True,True,change_to_right,104,3
change_to_left,False,True,False,False,True,True,True,cruise,104,3
change_to_left,False,True,False,False,True,True,True,change_to_left,104,4
change_to_right,False,True,False,True,False,False,False,cruise,105,1
change_to_right,False,True,False,True,False,False,False,keep,105,2
change_to_right,False,True,False,True,False,False,False,swerve_left,105,2
change_to_right,False,True,False,True,False,False,False,swerve_right,105,2
change_to_right,False,True,False,True,False,False,False,change_to_left,105,3
change_to_right,False,True,False,True,False,False,False,change_to_right,105,4
change_to_left,False,True,False,True,False,False,False,cruise,106,1
change_to_left,False,True,False,True,False,False,False,keep,106,2
change_to_left,False,True,False,True,False,False,False,swerve_left,106,2
change_to_left,False,True,False,True,False,False,False,swerve_right,106,2
change_to_left,False,True,False,True,False,False,False,change_to_right,106,3
change_to_left,False,True,False,True,False,False,False,change_to_left,106,4
change_to_right,False,True,False,True,False,False,True,cruise,107,1
change_to_right,False,True,False,True,False,False,True,keep,107,1
change_to_right,False,True,False,True,False,False,True,swerve_left,107,1
change_to_right,False,True,False,True,False,False,True,swerve_right,107,2
change_to_right,False,True,False,True,False,False,True,change_to_left,107,3
change_to_right,False,True,False,True,False,False,True,change_to_right,107,4
change_to_left,False,True,False,True,False,False,True,cruise,108,1
change_to_left,False,True,False,True,False,False,True,keep,108,1
change_to_left,False,True,False,True,False,False,True,swerve_left,108,1
change_to_left,False,True,False,True,False,False,True,swerve_right,108,2
change_to_left,False,True,False,True,False,False,True,change_to_right,108,3
